ZIP,SE_T002_002,PCT_SE_T005_002,PCT_SE_T005_003,PCT_SE_T005_004,PCT_SE_T005_005,PCT_SE_T005_006,PCT_SE_T005_007,PCT_SE_T005_008,PCT_SE_T005_009,PCT_SE_T005_010,PCT_SE_T005_011,PCT_SE_T005_012,PCT_SE_T005_013,PCT_SE_T005_014,PCT_SE_T005_015,PCT_SE_T005_016,PCT_SE_T005_017,PCT_SE_T005_018,PCT_SE_T005_019,PCT_SE_T005_020,PCT_SE_T005_021,PCT_SE_T005_022,PCT_SE_T005_023,PCT_SE_T005_024,PCT_SE_T005_025,PCT_SE_T005_026,PCT_SE_T005_027,PCT_SE_T018_002,PCT_SE_T018_003,PCT_SE_T018_004,PCT_SE_T018_005,PCT_SE_T018_011,PCT_SE_T018_013,PCT_SE_T018_014,PCT_SE_T018_017,PCT_SE_T018_018,PCT_SE_T018_019,PCT_SE_T022_002,PCT_SE_T022_003,PCT_SE_T022_004,PCT_SE_T022_005,PCT_SE_T022_006,PCT_SE_T023_002,PCT_SE_T023_003,PCT_SE_T023_004,PCT_SE_T023_005,PCT_SE_T023_006,PCT_SE_T023_007,PCT_SE_T023_008,PCT_SE_T023_009,PCT_SE_T150_002,PCT_SE_T150_003,PCT_SE_T150_004,PCT_SE_T150_005,PCT_SE_T150_006,PCT_SE_T150_007,PCT_SE_T150_008,PCT_SE_T033_002,PCT_SE_T033_003,PCT_SE_T033_004,PCT_SE_T033_005,PCT_SE_T033_006,PCT_SE_T033_007,SE_T057_001,PCT_SE_T081_002,PCT_SE_T081_003,SE_T083_001,SE_T157_001,PCT_SE_T094_002,PCT_SE_T094_003,PCT_SE_T095_002,PCT_SE_T095_003,PCT_SE_T096_002,PCT_SE_T096_003,PCT_SE_T096_004,PCT_SE_T097_002,PCT_SE_T097_003,PCT_SE_T097_004,PCT_SE_T097_005,PCT_SE_T097_006,PCT_SE_T097_007,PCT_SE_T097_008,PCT_SE_T097_009,PCT_SE_T097_010,PCT_SE_T097_011,PCT_SE_T097_012,SE_T098_001,SE_T101_001,SE_T104_001,PCT_SE_T129_002,PCT_SE_T129_003,PCT_SE_T129_004,PCT_SE_T129_005,PCT_SE_T129_006,PCT_SE_T129_007,PCT_SE_T129_008,PCT_SE_T129_009,PCT_SE_T129_010,SE_T147_001,PCT_SE_T130_002,PCT_SE_T130_003,PCT_SE_T130_004,PCT_SE_T130_005,PCT_SE_T130_006,SE_T141_001,SE_T142_001
19102,23055.16,49.84,1.63,0.25,0.28,0,6.52,21.06,5.42,6.87,4.94,2.07,0.8,0,50.16,3.31,0,0.37,0.3,7.63,18.63,3.54,3.88,4.96,3.47,2.71,1.38,7.56,7.56,6.23,1.33,92.44,12.61,2.74,77.09,35.68,41.41,59.24,26.15,0.93,3.88,9.8,10.49,1.33,1.33,0,9.16,3.65,5.51,89.51,0.75,99.25,93.26,81.91,43.96,22.24,7.35,69.66,0,69.66,65.83,3.83,30.34,79095,10.56,89.44,74082,0.5144,21.92,78.08,82.82,17.18,15.38,26.19,58.42,6.32,2.08,4.25,1.67,2.11,6.95,0.82,9.16,72.97,0,0,1960,309400,1921,94.21,8.74,32.68,22.01,13.62,12.78,3.25,1.13,5.79,25,67.8,7.35,5.21,11.87,7.76,2029,577
19103,36763.26,44.39,1.23,0.22,0.49,0.49,2.76,16.05,5.9,5.07,4.02,4.43,2.66,1.09,55.61,1.24,0.58,0.62,0.18,6.68,19.33,5.03,4.15,5.17,5.81,3.7,3.11,5.04,5.04,4.37,0.67,94.96,17.67,1.64,75.66,30.67,44.98,53.39,31.92,1.2,5.44,8.06,6.66,0.95,0.95,0,5.71,2.88,2.83,93.34,3.17,96.83,88.64,80.45,45.23,20.62,7.47,65.25,0,65.25,62.34,2.91,34.75,66210,13.45,86.55,71111,0.5676,34.65,65.35,89.1,10.9,29.31,12.39,58.3,13.58,2.27,11.32,2.11,6.33,11.85,3.58,6.35,55.96,0.24,0,1952,430400,1433,92.17,10.75,29.77,24.84,13.44,7.27,4.51,1.6,7.83,24,72.22,11.13,3.33,10.63,2.69,11329,5188
19104,17747.92,50.39,2.07,2.34,1.73,1.1,23.63,7.7,3.65,3.2,2.87,1.32,0.6,0.17,49.61,2.21,1.37,1.25,0.88,22.97,7.41,3.32,2.98,3.08,2.02,1.4,0.71,20.11,19.79,5.65,14.14,79.89,8.25,6.32,65.33,32.66,32.67,79.03,11.4,1.74,3.61,4.23,4.76,0.55,0.38,0.17,4.21,2.05,2.15,95.24,19.16,80.84,59.6,33.99,16.91,7.41,4.59,37.43,0.03,37.4,33.86,3.54,62.57,18933,7.43,92.57,11598,0.6081,19.37,80.63,80.8,19.2,30.97,6.29,62.74,36.81,2.92,33.89,7.26,18.43,12.49,2.37,4.51,18.09,0.05,0,1943,97600,862,96.6,13.7,28.88,17.68,14.86,10.76,6.31,4.4,3.4,28,73.43,10.41,4.19,9.39,2.59,10007,2953
19106,14198,52.33,1.42,0.71,0.77,0.42,3.8,17.94,7.19,7.86,5.08,4.16,2.5,0.48,47.67,1.39,0.71,0.13,0.08,4.12,17.4,4.73,3.7,7.35,5.87,1.46,0.72,6.01,6.01,5,1.01,93.99,27.4,2.16,64.43,32.23,32.2,47.04,39.76,1.23,3.16,8.81,5.11,1.29,1.01,0.28,3.82,2.65,1.18,94.89,3.71,96.29,85.06,75.09,41.45,22.85,8,67.92,0.27,67.66,65.51,2.15,32.08,100653,11.5,88.5,83897,0.5136,43.83,56.17,86.17,13.83,28.21,18.02,53.77,16.46,2.32,14.13,3.7,8.52,6.95,6.83,15.2,42.22,0,0.11,1961,458500,1657,93.38,8.32,30.15,22.1,16.36,10.25,4.24,1.97,6.62,25,72.98,14.78,3.41,8.19,0.64,3944,2683
19107,22430.86,50.14,0.76,0.53,0.65,0.62,10.59,14.75,5.37,6.32,6.34,2.13,1.86,0.24,49.86,1.74,0.24,0.18,0.19,11.33,20.72,3.81,3.69,2.62,2.95,1.93,0.46,6.37,6.37,5.89,0.49,93.63,9.78,3.06,80.79,39.22,41.56,68.6,19.2,1.84,3.54,6.83,7.38,1.22,1.07,0.15,6.16,2.81,3.35,92.62,11.2,88.8,74.66,64.9,35.11,17.68,3.72,65.09,0.05,65.04,59.8,5.24,34.91,42541,5.9,94.1,35920,0.527,19.12,80.88,84.31,15.69,40.76,5.42,53.82,10.23,2.31,7.93,4.6,9.47,14.82,7.09,8.93,44.75,0.1,0,1939,294600,1108,93.12,16.02,28.19,22.21,10.94,6.18,6.77,2.8,6.88,24,66.24,14.32,5.07,11.24,3.12,5285,1251
19111,14357.77,48.54,3.75,3.85,3.36,2.29,4.58,8.48,5.89,5.98,5.38,2.52,1.55,0.92,51.46,4.32,3.61,2.39,1.76,4.84,8.51,5.85,6.1,6.42,3.03,2.65,1.99,34.65,34.32,18.41,15.9,65.35,20.68,8.98,35.7,16.42,19.28,41.81,39.87,3.02,6.7,8.61,6.66,0.19,0.11,0.08,6.47,3.65,2.82,93.34,17.46,82.54,43.25,19.01,6.75,1.31,0.34,63.62,0,63.62,54.75,8.87,36.38,43813,17.45,82.55,20206,0.4151,56.29,43.71,92.71,7.29,38.84,11.02,50.13,63.93,13.95,49.97,13.64,5.2,2.81,3.26,4.57,6.21,0.34,0.04,1956,174600,914,98.12,6.75,15.9,18.07,23.63,18.64,10.49,4.64,1.88,34,87.75,9,1.05,1.23,0.98,8558,13370
19113,28.06041,51.55,0,0,4.12,8.25,0,0,10.31,7.22,5.15,16.49,0,0,48.45,0,0,0,0,5.15,0,15.46,7.22,4.12,8.25,8.25,0,26.83,26.83,26.83,0,73.17,48.78,0,24.39,0,24.39,31.18,68.82,0,0,0,0,0,0,0,0,0,0,100,20,80,20,7.5,0,0,0,54.84,0,54.84,54.84,0,45.16,36125,29.27,70.73,27544,0.3101,56.1,43.9,61.19,38.81,50,0,50,61.19,40.3,20.9,19.4,19.4,0,0,0,0,0,0,1981,165600,,100,11.76,29.41,31.37,27.45,0,0,0,0,20,100,0,0,0,0,10,23
19114,5527.722,49.03,3.6,3.3,2.3,1.77,3.64,7.2,5.95,6.8,6.48,3.79,2.9,1.3,50.97,2.37,2.03,1.58,1.5,3.93,7.57,6.07,6.63,7.2,5.44,4.27,2.39,21.41,21.18,13.26,7.92,78.59,26.98,7.77,43.83,21.04,22.79,36.19,42.1,2.78,8.49,10.44,5.4,0.47,0.41,0.06,4.93,2.65,2.28,94.6,10.35,89.65,46.31,20.92,7.42,1.65,0.54,62.72,0.05,62.67,54.42,8.26,37.28,52342,24.47,75.53,28068,0.4287,60.82,39.18,93.58,6.42,47.89,21.6,30.51,54.94,15.46,39.48,13.98,5.17,6.18,8.78,5.53,5.15,0.29,0,1968,192400,987,98.24,6.64,20.26,20.14,18.57,19.73,8.69,4.21,1.76,33,92.46,5.32,1.43,0.73,0.05,5620,7756
19115,5789.859,48.09,3.26,1.78,2.79,1.37,3.43,6.93,5.51,6.51,6.53,5.15,2.76,2.07,51.91,2.43,2.7,2.1,1.25,3.25,6.04,6.38,6.4,8.01,5.78,4.52,3.08,22.86,22.86,15.83,7.03,77.14,28,5.62,43.52,17.09,26.43,29.17,48.9,2.11,10.98,8.83,3.27,0.07,0,0.07,3.2,1.71,1.49,96.73,14.28,85.72,52.93,28.03,9.16,2.38,0.72,60.14,0,60.14,55.06,5.08,39.86,45425,20.29,79.71,29167,0.4742,59.78,40.22,95.73,4.27,61.92,19.37,18.71,55.11,29.15,25.95,8.48,4.02,3.16,7.47,6.62,15.15,0,0,1967,233200,951,97.25,4.87,21.75,18.25,16.08,22.02,12.14,2.14,2.75,33,93.25,4.37,0.8,0.36,1.23,5898,8101
19116,6637.648,47.42,2.35,1.98,2.22,1.26,3.12,7.64,6.2,7.51,6.66,4.66,2.25,1.58,52.58,2.75,3.86,2.6,1.43,3.25,6.32,6.49,8.28,7.06,5.13,3.41,2,25.22,25.12,20.32,4.79,74.78,29.8,7.26,37.72,18.66,19.05,30.48,50.55,2.09,8.85,8.03,3.01,0.17,0.07,0.1,2.83,0.93,1.9,96.99,10.56,89.44,53.02,26.79,9.01,2.1,0.77,63.68,0,63.68,57.94,5.74,36.32,48534,18.48,81.52,26799,0.4562,59.01,40.99,95.25,4.75,43.08,19.08,37.84,56.87,26.76,30.12,19.11,4.44,4.84,4.42,3.58,6.73,0,0,1968,238800,878,97.19,4.64,27.1,19.13,15.16,16.43,12.28,2.45,2.81,31,93.71,4.44,0.86,0.28,0.71,4766,7437
19118,3164.207,44.16,1.82,3.84,2.48,1.13,3.67,6.52,5.76,5.78,5.58,4.71,2.13,0.75,55.84,3,2.13,2.16,1.1,6.68,8.22,6.93,6.67,7.21,7.05,2.82,1.86,22.25,22.13,16.92,5.21,77.75,24.76,6.5,46.49,15.07,31.42,36.64,44.39,2.72,6.4,9.85,4.81,1.03,0.28,0.75,3.78,1.81,1.97,95.19,3.91,96.09,87.35,72.38,39.76,17.16,5.82,65.89,0.31,65.59,61.22,4.36,34.11,76645,21.64,78.36,58115,0.549,47.59,52.41,93.32,6.68,24.59,9.84,65.57,60.51,28.01,32.5,4.14,6.24,2.76,2.45,7.51,16.32,0.07,0,1945,454800,1257,94,9.67,13.21,14.51,24.53,24.4,6.11,1.57,6,32,82.88,7.76,3.33,5.26,0.77,1986,2028
19119,8963.512,46.57,3.08,3.44,2.96,1.88,3.32,6.06,6.38,6.37,6.31,3.39,2.52,0.87,53.43,1.89,2.7,2.18,1.72,2.74,6.47,8,9.23,7.66,5.59,3.84,1.41,25.94,24.98,14.07,10.92,74.06,19.96,7.98,46.12,16.54,29.58,41.02,36.68,2.92,6.74,12.64,7.56,2.07,0.35,1.72,5.49,2.23,3.27,92.44,8.1,91.9,71.94,47.42,27.6,10.6,3.53,62.86,0.07,62.79,56.71,6.08,37.14,54478,22.22,77.78,35831,0.5079,63.29,36.71,91.33,8.67,31.97,8.43,59.6,69.01,15.05,53.96,4.53,4.92,5.19,3.19,5.9,7.19,0.08,0,1940,232400,924,93.68,4.89,13.33,18.86,23.18,20.16,9.85,3.42,6.32,34,90.58,6.53,1.3,1.34,0.25,5709,7676
19120,22812.45,46.65,3.66,3.88,4.04,2.77,6.76,7.21,5.71,5.93,4.06,1.92,0.66,0.06,53.35,4.3,4.76,4.38,2.7,6.29,8.11,7.09,7.56,4.83,2.02,0.98,0.33,46.54,46.42,17.86,28.56,53.46,12.82,14.21,26.42,11.7,14.72,54.42,28.9,4.05,4.09,8.53,5.81,0.15,0.04,0.11,5.66,2.99,2.67,94.19,30.52,69.48,34.18,10.73,3.22,0.79,0.13,63.66,0,63.66,50.48,13.18,36.34,35328,9.46,90.54,14548,0.4359,56.95,43.05,90.92,9.08,20.34,17.68,61.98,80.42,5.95,74.46,9.81,3.82,2.67,0.84,0.8,1.19,0.45,0,1948,96700,919,97.9,4.28,17.42,15.82,20.75,21.43,13.71,4.49,2.1,36,88.47,8.34,0.71,1.18,1.3,6103,13097
19121,14828.1,43.6,3.25,2.27,2.5,1.64,11.7,6.31,3.85,4.96,3.46,2.16,1.01,0.49,56.4,2.25,3.96,4,2.43,14.07,6.84,4.59,7.14,4.47,3.24,2.22,1.19,26.33,26.25,3.99,22.26,73.67,6.77,11.84,55.05,24.47,30.59,70.05,11.84,4.1,6.29,7.73,3.79,0.23,0,0.23,3.56,1.04,2.52,96.21,26.3,73.7,33.26,11.28,4.01,0.51,0.39,47.48,0.03,47.45,37.5,9.94,52.52,16500,11.18,88.82,11586,0.5265,31.96,68.04,73.2,26.8,14.92,3.31,81.76,62.92,4.41,58.51,7.92,11.49,5.73,2.86,2.36,6.69,0.03,0,1939,87000,639,97.05,4.75,19.67,18.17,19.29,16.81,12.28,6.07,2.95,36,81.56,13.2,3.53,1.33,0.38,6682,3873
19122,16040.32,47.93,2.99,3.16,2.28,1.18,13.54,8,4.2,4.73,3.77,2.53,1.15,0.4,52.07,3.69,2.25,1.87,1.3,14.9,8.61,4.5,4.71,4.83,2.59,1.81,1.02,27.61,27.54,8.52,19.01,72.39,11,12.95,48.45,19.74,28.72,67.42,16.63,3.83,4.67,7.45,6.22,0,0,0,6.22,2.15,4.07,93.78,27.66,72.34,38.27,17.62,4.15,1.4,0.56,48.22,0.05,48.17,40.39,7.78,51.78,29422,12.44,87.56,13626,0.4761,41.27,58.73,83.81,16.19,43.26,11.05,45.69,63.79,8.58,55.21,3.92,10.3,4.41,1.92,2.18,13.08,0.15,0.25,1953,129400,696,95.5,10.33,25.17,17.47,16.55,14.63,8.47,2.9,4.5,28,73.52,13.06,7.41,5.08,0.93,2886,2455
19123,10556.06,48.33,1.57,2.02,1.73,0.89,4.08,14.4,8.72,6.46,3.88,2.79,1.44,0.34,51.67,2.83,1.67,1.66,1.33,5.36,15.82,5.64,5.69,5.02,3.79,2.14,0.7,15.52,15.41,6.32,9.09,84.48,12.94,5.55,65.99,32.15,33.84,59.28,23.21,4.23,6,7.28,8.95,1.52,1.04,0.48,7.43,3.49,3.94,91.05,13.76,86.24,65.08,47.02,20.02,7.33,1.25,70.51,0.2,70.31,60.87,9.44,29.49,49629,7.32,92.68,35932,0.5078,31.97,68.03,86.65,13.35,31.68,27.23,41.1,40.6,3.46,37.14,5.09,10.06,7.59,5.09,9.51,21.87,0.11,0.08,1973,298000,1081,95.6,11.24,25.3,23.87,16.54,10.25,5.01,3.39,4.4,27,75.91,14.67,2.88,5.24,1.3,4143,2004
19124,13131.71,46.49,3.79,3.99,4.64,2.36,5.66,6.75,5.55,6.08,4.47,2.05,0.93,0.21,53.51,3.62,3.37,4.24,2.62,5.6,7.58,8.9,7.56,5.3,2.82,1.37,0.54,37.07,36.98,10.11,26.87,62.93,12.53,13.1,37.3,17.81,19.49,55.94,24.56,4.98,4.55,9.97,7.97,0.63,0.12,0.51,7.34,3.42,3.92,92.03,29.23,70.77,29.36,9.16,2.57,0.65,0.25,58.1,0.02,58.08,46.05,12.04,41.9,29703,10.27,89.73,14641,0.4492,54.47,45.53,85.17,14.83,38.81,10.32,50.87,78.1,5.84,72.25,9.15,6.54,2.45,1.26,0.75,1.46,0.28,0,1945,91200,846,97.48,4.04,18.9,18.26,21.54,19.95,10.41,4.38,2.52,35,86.37,11.61,0.7,0.52,0.81,8158,11886
19125,16394.1,49.76,3.33,2.38,2.29,1.17,4.46,12.94,7.57,6.25,5.37,2.27,1.28,0.44,50.24,3.2,2.51,1.6,0.74,4.95,12.99,7.26,6.06,4.9,3.46,1.72,0.86,19.92,19.92,8.55,11.37,80.08,18.79,8.18,53.11,26.48,26.63,51.47,30.87,2.83,5.46,9.37,9.99,1.1,0.38,0.71,8.89,4.97,3.92,90.01,22.87,77.13,49.27,31.08,10.48,3.95,1.97,63.62,0.14,63.48,53.08,10.4,36.38,41756,10.43,89.57,24089,0.4807,62.24,37.76,85.44,14.56,21.95,13.75,64.3,83.43,6.3,77.13,3.97,6.8,1.9,0.76,0.64,2.3,0.21,0,1939,161500,892,96.59,6.1,22.34,21.62,20.22,14.58,7.91,3.84,3.41,31,82.55,13.71,1.13,2.31,0.29,4828,5658
19126,13984.98,46.05,1.7,3.01,3.77,3.05,3.74,6.29,6.63,6.21,4.71,4.06,2.25,0.63,53.95,3.45,3.78,4.3,2.32,3.69,6.5,6.7,7.15,7.05,4.35,3.06,1.59,31.33,30.97,13.59,17.38,68.67,17.03,8.13,43.51,19.3,24.21,45.53,34.55,3.76,7.31,8.86,2.62,0,0,0,2.62,0.61,2.01,97.38,18.92,81.08,50.19,22.75,8.74,1.17,0.56,58.7,0,58.7,50.15,8.55,41.3,38077,19.89,80.11,21746,0.5076,64.13,35.87,89.2,10.8,23.92,5.48,70.61,69.16,17.71,51.45,6.99,5.18,2.61,2.52,6.88,6.46,0,0.2,1945,132900,856,98.13,1.79,13.93,18.95,32.43,19.36,7.5,4.17,1.87,35,92.51,6.46,0.07,0.69,0.27,2515,3676
19127,10974.59,51.87,0.7,0.8,0.63,0.02,13.84,25.13,2.62,4.92,1.28,1.34,0.2,0.4,48.13,2.59,0.76,0.35,1.49,6.9,21.05,3.05,3.15,3.35,3.43,0.98,1.03,12.02,12.02,7.14,4.88,87.98,11.44,12.42,64.12,28.03,36.1,72.59,15.61,1.32,4.59,5.88,9.05,1.02,0.31,0.71,8.03,2.66,5.37,90.95,5.74,94.26,69.12,52.98,19.73,9.45,5.07,78.77,0.32,78.45,74.97,3.47,21.23,65071,10.47,89.53,33617,0.4165,43.06,56.94,81.56,18.44,63.92,9.22,26.86,65.03,7.85,57.18,8.86,9.48,2.13,2.03,4.77,7.7,0,0,1939,218700,1428,98.14,4.69,17.07,28.28,20.32,22.2,3.96,1.62,1.86,29,79.98,9.08,4.37,6.57,0,1446,971
19128,5258.761,47.97,3.14,2.27,1.98,0.85,5.43,12.41,6.01,4.96,5.03,3.35,1.94,0.6,52.03,3.2,2.37,2.02,1.14,4.54,12.57,5.95,5.57,6.69,3.82,2.4,1.77,21.81,21.56,15.98,5.58,78.19,22.6,7.19,48.4,21.76,26.64,43.56,40.1,1.76,6.75,7.83,6.6,0.47,0.27,0.2,6.13,2.53,3.6,93.4,6.77,93.23,66.07,45.9,19.32,6.68,2.63,69.03,0.03,69,63.88,5.13,30.97,62587,18.14,81.86,34341,0.4181,60.63,39.37,92.06,7.94,39.55,14.09,46.36,65.16,16.29,48.87,5.4,4.65,4.29,3.19,5.27,11.87,0.17,0,1956,233200,1166,96.74,6.06,17.5,18.66,25.52,20.48,6.26,2.26,3.26,31,86.74,7.17,2.91,3.04,0.15,7442,9274
19129,5133.488,49.83,4.99,1.98,2.69,0.99,7.19,11.62,6.87,4.79,3.91,3.3,1.43,0.06,50.17,2.8,1.06,1.49,0.82,8.68,11.33,5.83,5.01,6.01,3.65,2.21,1.28,22.2,22.2,10.79,11.41,77.8,12.45,10.13,55.22,25.72,29.5,55.87,28.14,2.52,4.65,8.82,9.06,1.97,1.15,0.81,7.09,5.06,2.03,90.94,11.42,88.58,62.76,42.08,23.16,8.48,2.24,63.71,0,63.71,57.16,6.55,36.29,48085,11.81,88.19,31080,0.5184,54.99,45.01,88.71,11.29,41.78,16.61,41.61,65.89,11.71,54.18,4.57,9.7,5.65,3.87,3.16,6.9,0.27,0,1939,198800,1039,95.44,7.37,25.42,18.58,24.41,12.41,3.48,3.78,4.56,29,80.48,8.75,4.07,5.09,1.61,2585,2574
19130,20660.31,50.97,4.5,0.93,0.85,0.85,6.31,14.92,7.49,6.2,4.69,2.39,1.39,0.45,49.03,2.77,1.53,0.55,0.8,5.63,15.39,6.41,5.22,4.03,3.11,2.37,1.23,14.01,13.96,7.73,6.22,85.99,16.07,4.91,65.01,29.69,35.32,56.56,28.34,2.62,4.37,8.12,8.99,1.34,1.05,0.29,7.65,4.06,3.59,91.01,7.95,92.05,76.83,62.76,29.7,12.08,4.2,73.24,0,73.24,68.7,4.54,26.76,66994,10.98,89.02,46820,0.4839,42.09,57.91,89.25,10.75,30.32,2.88,66.8,37.49,3.43,34.06,8.24,13.02,10.39,2.29,2.18,26.4,0,0,1942,344300,1227,95.59,5.47,26.14,23.19,19,15.39,4.23,2.17,4.41,28,79.22,10.98,4.12,4.68,1,8069,5220
19131,8241.624,44.14,2.69,2.18,3.04,1.66,6.17,7.99,4.66,4.83,5.25,2.61,1.81,1.23,55.86,3.49,2.01,2.38,1.14,8.55,7.6,5.17,6.81,7.21,5.45,3.99,2.05,20.64,20.47,5.49,14.98,79.36,11.36,10.46,57.54,24.05,33.49,54.53,21.51,3.98,9.3,10.69,3.11,0.17,0.17,0,2.94,1.68,1.26,96.89,14.35,85.65,53.8,22.14,9.19,2.75,1.24,48.71,0,48.71,41.69,7.02,51.29,27011,18.78,81.22,18801,0.5271,45.02,54.98,85.2,14.8,26.46,5.22,68.31,56.75,5.67,51.09,10.29,2.79,1.68,2.37,3.82,22.14,0.06,0.1,1946,104700,925,98.03,7.24,23.68,18.57,17.97,16.87,8.57,5.12,1.97,31,86.25,7.33,2.55,2.63,1.25,10558,8237
